,Name,Depot 1,Depot 2,Patient 1,Patient 2,Patient 3,Patient 4,Patient 5,Patient 6,Patient 7,Patient 8,Patient 9,Patient 10,Patient 11,Patient 12,Patient 13,Patient 14,Patient 15,Patient 16,Patient 17,Patient 18,Patient 19,Patient 20,Patient 21,Patient 22,Patient 23,Patient 24,Patient 25,Patient 26,Patient 27,Patient 28,Patient 29,Patient 30,Patient 31,Patient 32,Patient 33,Patient 34,Patient 35,Patient 36,Patient 37,Patient 38,Patient 39,Patient 40,Patient 41,Patient 42,Patient 43,Patient 44,Patient 45,Patient 46,Patient 47,Patient 48,Patient 49,Patient 50,Patient 51,Patient 52,Patient 53,Patient 54,Patient 55,Patient 56,Patient 57,Patient 58,Patient 59,Patient 60,Patient 61,Patient 62,Patient 63,Patient 64,Patient 65,Patient 66,Patient 67,Patient 68,Patient 69,Patient 70,Dest Patient1,Dest Patient2,Dest Patient3,Dest Patient4,Dest Patient5,Dest Patient6,Dest Patient7,Dest Patient8,Dest Patient9,Dest Patient10,Dest Patient11,Dest Patient12,Dest Patient13,Dest Patient14,Dest Patient15,Dest Patient16,Dest Patient17,Dest Patient18,Dest Patient19,Dest Patient20,Dest Patient21,Dest Patient22,Dest Patient23,Dest Patient24,Dest Patient25,Dest Patient26,Dest Patient27,Dest Patient28,Dest Patient29,Dest Patient30,Dest Patient31,Dest Patient32,Dest Patient33,Dest Patient34,Dest Patient35,Dest Patient36,Dest Patient37,Dest Patient38,Dest Patient39,Dest Patient40,Dest Patient41,Dest Patient42,Dest Patient43,Dest Patient44,Dest Patient45,Dest Patient46,Dest Patient47,Dest Patient48,Dest Patient49,Dest Patient50,Dest Patient51,Dest Patient52,Dest Patient53,Dest Patient54,Dest Patient55,Dest Patient56,Dest Patient57,Dest Patient58,Dest Patient59,Dest Patient60,Dest Patient61,Dest Patient62,Dest Patient63,Dest Patient64,Dest Patient65,Dest Patient66,Dest Patient67,Dest Patient68,Dest Patient69,Dest Patient70
30,Children's Hospital Boston,11069,3481,534,534,534,534,546,546,546,546,4349,4349,4392,4392,590,590,590,590,590,590,590,590,590,590,590,0,0,0,0,0,0,6791,6791,6791,6791,6791,6791,6791,6791,4465,4465,7212,7212,7212,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,4982,4982,4982,6572,6572,6572,6572,590,590,0,6791,6791,5492,5492,5492,590,5492,590,0,6791,5492,590,0,6791,5492,590,5492,590,5492,534,546,4349,4392,0,6791,4465,7212,5492,4982,6572,534,546,590,6791,5492,6572,534,546,590,0,7212,5492,4982,6572,590,5492,590,6791,5492,534,546,4349,4392,590,0,6791,4465,7212,4982,6572,590,6791,5492,590,0,6791,5492,6791,5492,5492,590,5492,590,0,6791,5492,590
31,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
32,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
33,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
34,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
35,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
36,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
37,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
38,Hebrew Rehabilitation Center,16708,4612,5773,5773,5773,5773,6185,6185,6185,6185,8035,8035,7976,7976,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,5919,6287,6287,6287,6287,6287,6287,0,0,0,0,0,0,0,0,5468,5468,4052,4052,4052,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,11131,8755,8755,8755,10307,10307,10307,10307,5919,5919,6287,0,0,11131,11131,11131,5919,11131,5919,6287,0,11131,5919,6287,0,11131,5919,11131,5919,11131,5773,6185,8035,7976,6287,0,5468,4052,11131,8755,10307,5773,6185,5919,0,11131,10307,5773,6185,5919,6287,4052,11131,8755,10307,5919,11131,5919,0,11131,5773,6185,8035,7976,5919,6287,0,5468,4052,8755,10307,5919,0,11131,5919,6287,0,11131,0,11131,11131,5919,11131,5919,6287,0,11131,5919
39,Jewish Memorial Hospital & Radius Hospital,13142,1036,3440,3440,3440,3440,3860,3860,3860,3860,3500,3500,3441,3441,3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,3720,3720,3720,3720,3720,3720,6071,6071,6071,6071,6071,6071,6071,6071,0,0,3991,3991,3991,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,7612,7612,7612,5772,5772,5772,5772,3194,3194,3720,6071,6071,9360,9360,9360,3194,9360,3194,3720,6071,9360,3194,3720,6071,9360,3194,9360,3194,9360,3440,3860,3500,3441,3720,6071,0,3991,9360,7612,5772,3440,3860,3194,6071,9360,5772,3440,3860,3194,3720,3991,9360,7612,5772,3194,9360,3194,6071,9360,3440,3860,3500,3441,3194,3720,6071,0,3991,7612,5772,3194,6071,9360,3194,3720,6071,9360,6071,9360,9360,3194,9360,3194,3720,6071,9360,3194
40,Jewish Memorial Hospital & Radius Hospital,13142,1036,3440,3440,3440,3440,3860,3860,3860,3860,3500,3500,3441,3441,3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,3720,3720,3720,3720,3720,3720,6071,6071,6071,6071,6071,6071,6071,6071,0,0,3991,3991,3991,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,7612,7612,7612,5772,5772,5772,5772,3194,3194,3720,6071,6071,9360,9360,9360,3194,9360,3194,3720,6071,9360,3194,3720,6071,9360,3194,9360,3194,9360,3440,3860,3500,3441,3720,6071,0,3991,9360,7612,5772,3440,3860,3194,6071,9360,5772,3440,3860,3194,3720,3991,9360,7612,5772,3194,9360,3194,6071,9360,3440,3860,3500,3441,3194,3720,6071,0,3991,7612,5772,3194,6071,9360,3194,3720,6071,9360,6071,9360,9360,3194,9360,3194,3720,6071,9360,3194
41,Lemuel Shattuck Hospital,16714,3601,6175,6175,6175,6175,6595,6595,6595,6595,6504,6504,6227,6227,5929,5929,5929,5929,5929,5929,5929,5929,5929,5929,5929,6455,6455,6455,6455,6455,6455,3585,3585,3585,3585,3585,3585,3585,3585,3103,3103,0,0,0,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,9362,9362,9362,9344,9344,9344,9344,5929,5929,6455,3585,3585,12932,12932,12932,5929,12932,5929,6455,3585,12932,5929,6455,3585,12932,5929,12932,5929,12932,6175,6595,6504,6227,6455,3585,3103,0,12932,9362,9344,6175,6595,5929,3585,12932,9344,6175,6595,5929,6455,0,12932,9362,9344,5929,12932,5929,3585,12932,6175,6595,6504,6227,5929,6455,3585,3103,0,9362,9344,5929,3585,12932,5929,6455,3585,12932,3585,12932,12932,5929,12932,5929,6455,3585,12932,5929
42,Lemuel Shattuck Hospital,16714,3601,6175,6175,6175,6175,6595,6595,6595,6595,6504,6504,6227,6227,5929,5929,5929,5929,5929,5929,5929,5929,5929,5929,5929,6455,6455,6455,6455,6455,6455,3585,3585,3585,3585,3585,3585,3585,3585,3103,3103,0,0,0,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,9362,9362,9362,9344,9344,9344,9344,5929,5929,6455,3585,3585,12932,12932,12932,5929,12932,5929,6455,3585,12932,5929,6455,3585,12932,5929,12932,5929,12932,6175,6595,6504,6227,6455,3585,3103,0,12932,9362,9344,6175,6595,5929,3585,12932,9344,6175,6595,5929,6455,0,12932,9362,9344,5929,12932,5929,3585,12932,6175,6595,6504,6227,5929,6455,3585,3103,0,9362,9344,5929,3585,12932,5929,6455,3585,12932,3585,12932,12932,5929,12932,5929,6455,3585,12932,5929
43,Lemuel Shattuck Hospital,16714,3601,6175,6175,6175,6175,6595,6595,6595,6595,6504,6504,6227,6227,5929,5929,5929,5929,5929,5929,5929,5929,5929,5929,5929,6455,6455,6455,6455,6455,6455,3585,3585,3585,3585,3585,3585,3585,3585,3103,3103,0,0,0,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,12932,9362,9362,9362,9344,9344,9344,9344,5929,5929,6455,3585,3585,12932,12932,12932,5929,12932,5929,6455,3585,12932,5929,6455,3585,12932,5929,12932,5929,12932,6175,6595,6504,6227,6455,3585,3103,0,12932,9362,9344,6175,6595,5929,3585,12932,9344,6175,6595,5929,6455,0,12932,9362,9344,5929,12932,5929,3585,12932,6175,6595,6504,6227,5929,6455,3585,3103,0,9362,9344,5929,3585,12932,5929,6455,3585,12932,3585,12932,12932,5929,12932,5929,6455,3585,12932,5929
44,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
45,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
46,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
47,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
48,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
49,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
50,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
51,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
52,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
53,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
54,Mass General Hospital,6729,6813,5676,5676,5676,5676,4762,4762,4762,4762,6450,6450,7301,7301,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5488,5352,5352,5352,5352,5352,5352,11693,11693,11693,11693,11693,11693,11693,11693,9683,9683,12359,12359,12359,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,4807,4807,4807,4807,5488,5488,5352,11693,11693,0,0,0,5488,0,5488,5352,11693,0,5488,5352,11693,0,5488,0,5488,0,5676,4762,6450,7301,5352,11693,9683,12359,0,12143,4807,5676,4762,5488,11693,0,4807,5676,4762,5488,5352,12359,0,12143,4807,5488,0,5488,11693,0,5676,4762,6450,7301,5488,5352,11693,9683,12359,12143,4807,5488,11693,0,5488,5352,11693,0,11693,0,0,5488,0,5488,5352,11693,0,5488
55,St. Elizabeth's Hospital,17760,7989,4644,4644,4644,4644,5056,5056,5056,5056,12285,12285,12407,12407,4790,4790,4790,4790,4790,4790,4790,4790,4790,4790,4790,5158,5158,5158,5158,5158,5158,11546,11546,11546,11546,11546,11546,11546,11546,8973,8973,8938,8938,8938,13978,13978,13978,13978,13978,13978,13978,13978,13978,13978,13978,0,0,0,10386,10386,10386,10386,4790,4790,5158,11546,11546,13978,13978,13978,4790,13978,4790,5158,11546,13978,4790,5158,11546,13978,4790,13978,4790,13978,4644,5056,12285,12407,5158,11546,8973,8938,13978,0,10386,4644,5056,4790,11546,13978,10386,4644,5056,4790,5158,8938,13978,0,10386,4790,13978,4790,11546,13978,4644,5056,12285,12407,4790,5158,11546,8973,8938,0,10386,4790,11546,13978,4790,5158,11546,13978,11546,13978,13978,4790,13978,4790,5158,11546,13978,4790
56,St. Elizabeth's Hospital,17760,7989,4644,4644,4644,4644,5056,5056,5056,5056,12285,12285,12407,12407,4790,4790,4790,4790,4790,4790,4790,4790,4790,4790,4790,5158,5158,5158,5158,5158,5158,11546,11546,11546,11546,11546,11546,11546,11546,8973,8973,8938,8938,8938,13978,13978,13978,13978,13978,13978,13978,13978,13978,13978,13978,0,0,0,10386,10386,10386,10386,4790,4790,5158,11546,11546,13978,13978,13978,4790,13978,4790,5158,11546,13978,4790,5158,11546,13978,4790,13978,4790,13978,4644,5056,12285,12407,5158,11546,8973,8938,13978,0,10386,4644,5056,4790,11546,13978,10386,4644,5056,4790,5158,8938,13978,0,10386,4790,13978,4790,11546,13978,4644,5056,12285,12407,4790,5158,11546,8973,8938,0,10386,4790,11546,13978,4790,5158,11546,13978,11546,13978,13978,4790,13978,4790,5158,11546,13978,4790
57,St. Elizabeth's Hospital,17760,7989,4644,4644,4644,4644,5056,5056,5056,5056,12285,12285,12407,12407,4790,4790,4790,4790,4790,4790,4790,4790,4790,4790,4790,5158,5158,5158,5158,5158,5158,11546,11546,11546,11546,11546,11546,11546,11546,8973,8973,8938,8938,8938,13978,13978,13978,13978,13978,13978,13978,13978,13978,13978,13978,0,0,0,10386,10386,10386,10386,4790,4790,5158,11546,11546,13978,13978,13978,4790,13978,4790,5158,11546,13978,4790,5158,11546,13978,4790,13978,4790,13978,4644,5056,12285,12407,5158,11546,8973,8938,13978,0,10386,4644,5056,4790,11546,13978,10386,4644,5056,4790,5158,8938,13978,0,10386,4790,13978,4790,11546,13978,4644,5056,12285,12407,4790,5158,11546,8973,8938,0,10386,4790,11546,13978,4790,5158,11546,13978,11546,13978,13978,4790,13978,4790,5158,11546,13978,4790
58,Tufts Medical Center,8055,6797,6654,6654,6654,6654,8580,8580,8580,8580,2828,2828,2950,2950,6406,6406,6406,6406,6406,6406,6406,6406,6406,6406,6406,9170,9170,9170,9170,9170,9170,23611,23611,23611,23611,23611,23611,23611,23611,6054,6054,10205,10205,10205,4273,4273,4273,4273,4273,4273,4273,4273,4273,4273,4273,9109,9109,9109,0,0,0,0,6406,6406,9170,23611,23611,4273,4273,4273,6406,4273,6406,9170,23611,4273,6406,9170,23611,4273,6406,4273,6406,4273,6654,8580,2828,2950,9170,23611,6054,10205,4273,9109,0,6654,8580,6406,23611,4273,0,6654,8580,6406,9170,10205,4273,9109,0,6406,4273,6406,23611,4273,6654,8580,2828,2950,6406,9170,23611,6054,10205,9109,0,6406,23611,4273,6406,9170,23611,4273,23611,4273,4273,6406,4273,6406,9170,23611,4273,6406
59,Tufts Medical Center,8055,6797,6654,6654,6654,6654,8580,8580,8580,8580,2828,2828,2950,2950,6406,6406,6406,6406,6406,6406,6406,6406,6406,6406,6406,9170,9170,9170,9170,9170,9170,23611,23611,23611,23611,23611,23611,23611,23611,6054,6054,10205,10205,10205,4273,4273,4273,4273,4273,4273,4273,4273,4273,4273,4273,9109,9109,9109,0,0,0,0,6406,6406,9170,23611,23611,4273,4273,4273,6406,4273,6406,9170,23611,4273,6406,9170,23611,4273,6406,4273,6406,4273,6654,8580,2828,2950,9170,23611,6054,10205,4273,9109,0,6654,8580,6406,23611,4273,0,6654,8580,6406,9170,10205,4273,9109,0,6406,4273,6406,23611,4273,6654,8580,2828,2950,6406,9170,23611,6054,10205,9109,0,6406,23611,4273,6406,9170,23611,4273,23611,4273,4273,6406,4273,6406,9170,23611,4273,6406
